,ordernumber,orderdate,requireddate,shippeddate,status,comments,orderdetails,city,phone,state,country,postalCode,creditLimit,addressLine1,addressLine2,customerName,contactLastName,contactFirstName,salesRepEmployeeNumber,customerNumber
248,10348,2004-11-01,2004-11-08,2004-11-05,Shipped,,"[{'priceEach': 207.8, 'productCode': 'S12_1108', 'quantityOrdered': 48}, {'priceEach': 122.37, 'productCode': 'S12_3148', 'quantityOrdered': 47}, {'priceEach': 43.77, 'productCode': 'S18_4668', 'quantityOrdered': 29}, {'priceEach': 107.34, 'productCode': 'S24_2300', 'quantityOrdered': 37}, {'priceEach': 82.78, 'productCode': 'S24_4258', 'quantityOrdered': 39}, {'priceEach': 90.53, 'productCode': 'S32_1268', 'quantityOrdered': 42}, {'priceEach': 62.7, 'productCode': 'S32_3522', 'quantityOrdered': 31}, {'priceEach': 100.14, 'productCode': 'S700_2824', 'quantityOrdered': 32}]",Madrid,(91) 555 22 82,,Spain,28023,104600.0,"C/ Araquil, 67",,"Corrida Auto Replicas, Ltd",Sommer,Martín ,1702.0,27
249,10349,2004-12-01,2004-12-07,2004-12-03,Shipped,,"[{'priceEach': 166.1, 'productCode': 'S12_3891', 'quantityOrdered': 26}, {'priceEach': 114.95, 'productCode': 'S12_4473', 'quantityOrdered': 48}, {'priceEach': 142.45, 'productCode': 'S18_2238', 'quantityOrdered': 38}, {'priceEach': 117.82, 'productCode': 'S18_2319', 'quantityOrdered': 38}, {'priceEach': 164.26, 'productCode': 'S18_3232', 'quantityOrdered': 48}, {'priceEach': 140.75, 'productCode': 'S18_4027', 'quantityOrdered': 34}, {'priceEach': 50.29, 'productCode': 'S24_1444', 'quantityOrdered': 48}, {'priceEach': 31.47, 'productCode': 'S24_2840', 'quantityOrdered': 36}, {'priceEach': 111.18, 'productCode': 'S24_4048', 'quantityOrdered': 23}, {'priceEach': 44.37, 'productCode': 'S32_2509', 'quantityOrdered': 33}]",NYC,2125557413,NY,USA,10022,138500.0,4092 Furth Circle,Suite 400,Muscle Machine Inc,Young,Jeff,1286.0,28
250,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,,"[{'priceEach': 110.16, 'productCode': 'S10_4757', 'quantityOrdered': 26}, {'priceEach': 84.3, 'productCode': 'S18_3029', 'quantityOrdered': 43}, {'priceEach': 135.22, 'productCode': 'S18_3140', 'quantityOrdered': 44}, {'priceEach': 94.79, 'productCode': 'S18_3259', 'quantityOrdered': 41}, {'priceEach': 70.22, 'productCode': 'S18_4522', 'quantityOrdered': 30}, {'priceEach': 98.31, 'productCode': 'S24_2011', 'quantityOrdered': 34}, {'priceEach': 86.74, 'productCode': 'S24_3151', 'quantityOrdered': 30}, {'priceEach': 77.15, 'productCode': 'S24_3816', 'quantityOrdered': 25}, {'priceEach': 61.52, 'productCode': 'S32_3207', 'quantityOrdered': 27}, {'priceEach': 104.18, 'productCode': 'S50_1392', 'quantityOrdered': 31}, {'priceEach': 56.82, 'productCode': 'S50_1514', 'quantityOrdered': 44}, {'priceEach': 56.0, 'productCode': 'S700_1138', 'quantityOrdered': 46}, {'priceEach': 76.22, 'productCode': 'S700_1938', 'quantityOrdered': 28}, {'priceEach': 68.67, 'productCode': 'S700_2610', 'quantityOrdered': 29}, {'priceEach': 87.15, 'productCode': 'S700_3505', 'quantityOrdered': 31}, {'priceEach': 97.32, 'productCode': 'S700_3962', 'quantityOrdered': 25}, {'priceEach': 48.05, 'productCode': 'S72_3212', 'quantityOrdered': 20}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
251,10351,2004-12-03,2004-12-11,2004-12-07,Shipped,,"[{'priceEach': 143.5, 'productCode': 'S18_1662', 'quantityOrdered': 39}, {'priceEach': 104.81, 'productCode': 'S18_3856', 'quantityOrdered': 20}, {'priceEach': 64.4, 'productCode': 'S24_2841', 'quantityOrdered': 25}, {'priceEach': 53.92, 'productCode': 'S24_3420', 'quantityOrdered': 38}, {'priceEach': 68.24, 'productCode': 'S24_3949', 'quantityOrdered': 34}]",London,(171) 555-0297,,UK,WX3 6FW,77000.0,35 King George,,"Stylish Desk Decors, Co.",Brown,Ann ,1501.0,29
252,10352,2004-12-03,2004-12-12,2004-12-09,Shipped,,"[{'priceEach': 75.13, 'productCode': 'S700_2047', 'quantityOrdered': 23}, {'priceEach': 87.75, 'productCode': 'S700_2466', 'quantityOrdered': 49}, {'priceEach': 62.19, 'productCode': 'S700_4002', 'quantityOrdered': 22}, {'priceEach': 46.18, 'productCode': 'S72_1253', 'quantityOrdered': 49}]",Brickhaven,6175558428,MA,USA,58339,23000.0,16780 Pompton St.,,Auto-Moto Classics Inc.,Taylor,Leslie,1216.0,30
253,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,,"[{'priceEach': 71.81, 'productCode': 'S18_2581', 'quantityOrdered': 27}, {'priceEach': 107.23, 'productCode': 'S24_1785', 'quantityOrdered': 28}, {'priceEach': 69.55, 'productCode': 'S24_4278', 'quantityOrdered': 35}, {'priceEach': 86.9, 'productCode': 'S32_1374', 'quantityOrdered': 46}, {'priceEach': 68.1, 'productCode': 'S32_4289', 'quantityOrdered': 40}, {'priceEach': 35.78, 'productCode': 'S50_1341', 'quantityOrdered': 40}, {'priceEach': 73.07, 'productCode': 'S700_1691', 'quantityOrdered': 39}, {'priceEach': 98.48, 'productCode': 'S700_2834', 'quantityOrdered': 48}, {'priceEach': 74.4, 'productCode': 'S700_3167', 'quantityOrdered': 43}]",Glendale,2035554407,CT,USA,97561,49700.0,2440 Pompton St.,,Gift Ideas Corp.,Lewis,Dan,1323.0,31
254,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,,"[{'priceEach': 84.22, 'productCode': 'S10_1678', 'quantityOrdered': 42}, {'priceEach': 95.15, 'productCode': 'S10_2016', 'quantityOrdered': 20}, {'priceEach': 178.17, 'productCode': 'S10_4698', 'quantityOrdered': 42}, {'priceEach': 157.6, 'productCode': 'S12_1099', 'quantityOrdered': 31}, {'priceEach': 141.58, 'productCode': 'S12_2823', 'quantityOrdered': 35}, {'priceEach': 98.65, 'productCode': 'S12_3380', 'quantityOrdered': 29}, {'priceEach': 76.61, 'productCode': 'S12_3990', 'quantityOrdered': 23}, {'priceEach': 100.19, 'productCode': 'S12_4675', 'quantityOrdered': 28}, {'priceEach': 76.23, 'productCode': 'S18_1889', 'quantityOrdered': 21}, {'priceEach': 49.06, 'productCode': 'S18_2625', 'quantityOrdered': 28}, {'priceEach': 69.15, 'productCode': 'S18_3278', 'quantityOrdered': 36}, {'priceEach': 96.92, 'productCode': 'S24_1578', 'quantityOrdered': 21}, {'priceEach': 62.46, 'productCode': 'S24_2000', 'quantityOrdered': 28}]",Auckland  ,+64 9 312 5555,,New Zealand,,88000.0,162-164 Grafton Road,Level 2,"Down Under Souveniers, Inc",Graham,Mike,1612.0,7
255,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,,"[{'priceEach': 117.59, 'productCode': 'S18_3482', 'quantityOrdered': 23}, {'priceEach': 60.3, 'productCode': 'S18_3782', 'quantityOrdered': 31}, {'priceEach': 124.99, 'productCode': 'S18_4721', 'quantityOrdered': 25}, {'priceEach': 56.1, 'productCode': 'S24_2360', 'quantityOrdered': 41}, {'priceEach': 37.38, 'productCode': 'S24_2972', 'quantityOrdered': 36}, {'priceEach': 60.62, 'productCode': 'S24_3371', 'quantityOrdered': 44}, {'priceEach': 137.62, 'productCode': 'S24_3856', 'quantityOrdered': 32}, {'priceEach': 75.18, 'productCode': 'S24_4620', 'quantityOrdered': 28}, {'priceEach': 32.99, 'productCode': 'S32_2206', 'quantityOrdered': 38}, {'priceEach': 93.89, 'productCode': 'S32_4485', 'quantityOrdered': 40}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
256,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,,"[{'priceEach': 120.31, 'productCode': 'S18_1129', 'quantityOrdered': 43}, {'priceEach': 82.19, 'productCode': 'S18_1342', 'quantityOrdered': 50}, {'priceEach': 44.75, 'productCode': 'S18_1367', 'quantityOrdered': 22}, {'priceEach': 130.87, 'productCode': 'S18_1984', 'quantityOrdered': 27}, {'priceEach': 106.79, 'productCode': 'S18_2325', 'quantityOrdered': 29}, {'priceEach': 158.63, 'productCode': 'S18_2795', 'quantityOrdered': 30}, {'priceEach': 31.86, 'productCode': 'S24_1937', 'quantityOrdered': 48}, {'priceEach': 42.11, 'productCode': 'S24_2022', 'quantityOrdered': 26}, {'priceEach': 78.11, 'productCode': 'S50_4713', 'quantityOrdered': 26}]",Paris,+33 1 46 62 7555,,France,75508,68100.0,27 rue du Colonel Pierre Avia,,Lyon Souveniers,Da Silva,Daniel,1337.0,32
257,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,,"[{'priceEach': 199.3, 'productCode': 'S10_1949', 'quantityOrdered': 32}, {'priceEach': 135.92, 'productCode': 'S10_4962', 'quantityOrdered': 43}, {'priceEach': 109.34, 'productCode': 'S12_1666', 'quantityOrdered': 49}, {'priceEach': 112.0, 'productCode': 'S18_1097', 'quantityOrdered': 39}, {'priceEach': 58.95, 'productCode': 'S18_2432', 'quantityOrdered': 41}, {'priceEach': 91.18, 'productCode': 'S18_2949', 'quantityOrdered': 41}, {'priceEach': 59.34, 'productCode': 'S18_2957', 'quantityOrdered': 49}, {'priceEach': 104.72, 'productCode': 'S18_3136', 'quantityOrdered': 44}, {'priceEach': 84.33, 'productCode': 'S18_3320', 'quantityOrdered': 25}, {'priceEach': 105.34, 'productCode': 'S18_4600', 'quantityOrdered': 28}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
258,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches","[{'priceEach': 65.44, 'productCode': 'S12_3990', 'quantityOrdered': 24}, {'priceEach': 112.86, 'productCode': 'S12_4675', 'quantityOrdered': 50}, {'priceEach': 124.56, 'productCode': 'S18_1129', 'quantityOrdered': 35}, {'priceEach': 61.6, 'productCode': 'S18_1889', 'quantityOrdered': 31}, {'priceEach': 125.18, 'productCode': 'S18_1984', 'quantityOrdered': 36}, {'priceEach': 143.94, 'productCode': 'S18_3232', 'quantityOrdered': 39}]",Helsinki,90-224 8555,,Finland,21240,96500.0,Keskuskatu 45,,"Toys of Finland, Co.",Karttunen,Matti,1501.0,46
259,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,Customer requested that DHL is used for this shipping,"[{'priceEach': 129.93, 'productCode': 'S12_3148', 'quantityOrdered': 49}, {'priceEach': 98.36, 'productCode': 'S12_4473', 'quantityOrdered': 42}, {'priceEach': 142.45, 'productCode': 'S18_2238', 'quantityOrdered': 20}, {'priceEach': 99.41, 'productCode': 'S18_2319', 'quantityOrdered': 20}, {'priceEach': 137.17, 'productCode': 'S18_3232', 'quantityOrdered': 32}, {'priceEach': 117.77, 'productCode': 'S18_4027', 'quantityOrdered': 25}, {'priceEach': 46.29, 'productCode': 'S18_4668', 'quantityOrdered': 30}, {'priceEach': 56.07, 'productCode': 'S24_1444', 'quantityOrdered': 44}, {'priceEach': 127.79, 'productCode': 'S24_2300', 'quantityOrdered': 41}, {'priceEach': 33.59, 'productCode': 'S24_2840', 'quantityOrdered': 36}, {'priceEach': 88.62, 'productCode': 'S24_4258', 'quantityOrdered': 41}, {'priceEach': 82.83, 'productCode': 'S32_1268', 'quantityOrdered': 41}, {'priceEach': 51.71, 'productCode': 'S32_3522', 'quantityOrdered': 36}, {'priceEach': 85.98, 'productCode': 'S700_2824', 'quantityOrdered': 27}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
260,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,,"[{'priceEach': 122.4, 'productCode': 'S10_4757', 'quantityOrdered': 48}, {'priceEach': 180.79, 'productCode': 'S12_1108', 'quantityOrdered': 42}, {'priceEach': 162.64, 'productCode': 'S12_3891', 'quantityOrdered': 49}, {'priceEach': 108.82, 'productCode': 'S24_4048', 'quantityOrdered': 22}, {'priceEach': 45.45, 'productCode': 'S32_2509', 'quantityOrdered': 36}, {'priceEach': 62.14, 'productCode': 'S32_3207', 'quantityOrdered': 22}, {'priceEach': 99.55, 'productCode': 'S50_1392', 'quantityOrdered': 46}, {'priceEach': 47.45, 'productCode': 'S50_1514', 'quantityOrdered': 25}]",Reims,26.47.1555,,France,51100,81100.0,59 rue de l'Abbaye,,Reims Collectables,Henriot,Paul ,1337.0,23
261,10360,2004-12-16,2004-12-22,2004-12-18,Shipped,,"[{'priceEach': 126.15, 'productCode': 'S18_1662', 'quantityOrdered': 50}, {'priceEach': 68.43, 'productCode': 'S18_2581', 'quantityOrdered': 41}, {'priceEach': 71.4, 'productCode': 'S18_3029', 'quantityOrdered': 46}, {'priceEach': 122.93, 'productCode': 'S18_3140', 'quantityOrdered': 29}, {'priceEach': 94.79, 'productCode': 'S18_3259', 'quantityOrdered': 29}, {'priceEach': 101.64, 'productCode': 'S18_3856', 'quantityOrdered': 40}, {'priceEach': 76.36, 'productCode': 'S18_4522', 'quantityOrdered': 40}, {'priceEach': 106.14, 'productCode': 'S24_1785', 'quantityOrdered': 22}, {'priceEach': 100.77, 'productCode': 'S24_2011', 'quantityOrdered': 31}, {'priceEach': 55.49, 'productCode': 'S24_2841', 'quantityOrdered': 49}, {'priceEach': 70.81, 'productCode': 'S24_3151', 'quantityOrdered': 36}, {'priceEach': 78.83, 'productCode': 'S24_3816', 'quantityOrdered': 22}, {'priceEach': 64.67, 'productCode': 'S700_1138', 'quantityOrdered': 32}, {'priceEach': 86.61, 'productCode': 'S700_1938', 'quantityOrdered': 26}, {'priceEach': 70.11, 'productCode': 'S700_2610', 'quantityOrdered': 30}, {'priceEach': 83.14, 'productCode': 'S700_3505', 'quantityOrdered': 35}, {'priceEach': 92.36, 'productCode': 'S700_3962', 'quantityOrdered': 31}, {'priceEach': 54.05, 'productCode': 'S72_3212', 'quantityOrdered': 31}]",Auckland  ,+64 9 5555500,,New Zealand,,110000.0,Arenales 1938 3'A',,Kelly's Gift Shop,Snowden,Tony,1612.0,34
262,10361,2004-12-17,2004-12-24,2004-12-20,Shipped,,"[{'priceEach': 92.83, 'productCode': 'S10_1678', 'quantityOrdered': 20}, {'priceEach': 114.18, 'productCode': 'S10_2016', 'quantityOrdered': 26}, {'priceEach': 62.46, 'productCode': 'S24_3420', 'quantityOrdered': 34}, {'priceEach': 61.42, 'productCode': 'S24_3949', 'quantityOrdered': 26}, {'priceEach': 68.83, 'productCode': 'S24_4278', 'quantityOrdered': 25}, {'priceEach': 56.41, 'productCode': 'S32_4289', 'quantityOrdered': 49}, {'priceEach': 35.78, 'productCode': 'S50_1341', 'quantityOrdered': 33}, {'priceEach': 88.6, 'productCode': 'S700_1691', 'quantityOrdered': 20}, {'priceEach': 85.99, 'productCode': 'S700_2047', 'quantityOrdered': 24}, {'priceEach': 91.74, 'productCode': 'S700_2466', 'quantityOrdered': 26}, {'priceEach': 107.97, 'productCode': 'S700_2834', 'quantityOrdered': 44}, {'priceEach': 76.8, 'productCode': 'S700_3167', 'quantityOrdered': 44}, {'priceEach': 62.19, 'productCode': 'S700_4002', 'quantityOrdered': 35}, {'priceEach': 47.67, 'productCode': 'S72_1253', 'quantityOrdered': 23}]",Chatswood,+61 2 9495 8555,NSW,Australia,2067,93300.0,Monitor Money Building,815 Pacific Hwy,Souveniers And Things Co.,Huxley,Adrian,1611.0,35
263,10362,2005-01-05,2005-01-16,2005-01-10,Shipped,,"[{'priceEach': 182.04, 'productCode': 'S10_4698', 'quantityOrdered': 22}, {'priceEach': 131.04, 'productCode': 'S12_2823', 'quantityOrdered': 22}, {'priceEach': 53.91, 'productCode': 'S18_2625', 'quantityOrdered': 23}, {'priceEach': 91.29, 'productCode': 'S24_1578', 'quantityOrdered': 50}]",Burlingame,6505556809,CA,USA,94217,84600.0,9408 Furth Circle,,Technics Stores Inc.,Hashimoto,Juri,1165.0,36
264,10370,2005-01-20,2005-02-01,2005-01-25,Shipped,,"[{'priceEach': 128.53, 'productCode': 'S10_4962', 'quantityOrdered': 35}, {'priceEach': 128.47, 'productCode': 'S12_1666', 'quantityOrdered': 49}, {'priceEach': 100.34, 'productCode': 'S18_1097', 'quantityOrdered': 27}, {'priceEach': 101.87, 'productCode': 'S18_2319', 'quantityOrdered': 22}, {'priceEach': 60.16, 'productCode': 'S18_2432', 'quantityOrdered': 22}, {'priceEach': 167.65, 'productCode': 'S18_3232', 'quantityOrdered': 27}, {'priceEach': 105.34, 'productCode': 'S18_4600', 'quantityOrdered': 29}, {'priceEach': 41.76, 'productCode': 'S18_4668', 'quantityOrdered': 20}, {'priceEach': 63.99, 'productCode': 'S32_3522', 'quantityOrdered': 25}]",North Sydney,02 9936 8555,NSW,Australia,2060,107800.0,201 Miller Street,Level 15,"Anna's Decorations, Ltd",O'Hara,Anna,1611.0,41
265,10363,2005-01-06,2005-01-12,2005-01-10,Shipped,,"[{'priceEach': 180.95, 'productCode': 'S12_1099', 'quantityOrdered': 33}, {'priceEach': 106.87, 'productCode': 'S12_3380', 'quantityOrdered': 34}, {'priceEach': 68.63, 'productCode': 'S12_3990', 'quantityOrdered': 34}, {'priceEach': 103.64, 'productCode': 'S12_4675', 'quantityOrdered': 46}, {'priceEach': 61.6, 'productCode': 'S18_1889', 'quantityOrdered': 22}, {'priceEach': 69.15, 'productCode': 'S18_3278', 'quantityOrdered': 46}, {'priceEach': 124.94, 'productCode': 'S18_3482', 'quantityOrdered': 24}, {'priceEach': 52.22, 'productCode': 'S18_3782', 'quantityOrdered': 32}, {'priceEach': 123.5, 'productCode': 'S18_4721', 'quantityOrdered': 28}, {'priceEach': 70.08, 'productCode': 'S24_2000', 'quantityOrdered': 21}, {'priceEach': 56.1, 'productCode': 'S24_2360', 'quantityOrdered': 43}, {'priceEach': 52.05, 'productCode': 'S24_3371', 'quantityOrdered': 21}, {'priceEach': 113.75, 'productCode': 'S24_3856', 'quantityOrdered': 31}, {'priceEach': 75.99, 'productCode': 'S24_4620', 'quantityOrdered': 43}, {'priceEach': 92.9, 'productCode': 'S32_1374', 'quantityOrdered': 50}]",Espoo,+358 9 8045 555,,Finland,FIN-02271,98800.0,Software Engineering Center,SEC Oy,Suominen Souveniers,Suominen,Kalle,1501.0,37
266,10364,2005-01-06,2005-01-17,2005-01-09,Shipped,,"[{'priceEach': 38.22, 'productCode': 'S32_2206', 'quantityOrdered': 48}]",Marseille,91.24.4555,,France,13008,65000.0,"12, rue des Bouchers",,Marseille Mini Autos,Lebihan,Laurence ,1337.0,24
267,10365,2005-01-07,2005-01-18,2005-01-11,Shipped,,"[{'priceEach': 116.06, 'productCode': 'S18_1129', 'quantityOrdered': 30}, {'priceEach': 82.66, 'productCode': 'S32_4485', 'quantityOrdered': 22}, {'priceEach': 68.34, 'productCode': 'S50_4713', 'quantityOrdered': 44}]",New Bedford,5085559555,MA,USA,50553,94500.0,4575 Hillside Dr.,,Mini Creations Ltd.,Huang,Wing,1188.0,38
268,10366,2005-01-10,2005-01-19,2005-01-12,Shipped,,"[{'priceEach': 116.65, 'productCode': 'S18_1984', 'quantityOrdered': 34}, {'priceEach': 105.6, 'productCode': 'S18_2870', 'quantityOrdered': 49}, {'priceEach': 154.1, 'productCode': 'S18_3232', 'quantityOrdered': 34}]",Charleroi,(071) 23 67 2555,,Belgium,B-6000,23500.0,"Boulevard Tirou, 255",,Royale Belge,Cartrain,Pascale ,1401.0,18
269,10367,2005-01-12,2005-01-21,2005-01-16,Resolved,This order was disputed and resolved on 2/1/2005. Customer claimed that container with shipment was damaged. FedEx's investigation proved this wrong.,"[{'priceEach': 105.77, 'productCode': 'S18_1589', 'quantityOrdered': 49}, {'priceEach': 144.5, 'productCode': 'S18_1749', 'quantityOrdered': 37}, {'priceEach': 50.25, 'productCode': 'S18_2248', 'quantityOrdered': 45}, {'priceEach': 124.59, 'productCode': 'S18_2325', 'quantityOrdered': 27}, {'priceEach': 140.06, 'productCode': 'S18_2795', 'quantityOrdered': 32}, {'priceEach': 131.39, 'productCode': 'S18_3685', 'quantityOrdered': 46}, {'priceEach': 77.31, 'productCode': 'S18_4409', 'quantityOrdered': 43}, {'priceEach': 66.99, 'productCode': 'S18_4933', 'quantityOrdered': 44}, {'priceEach': 72.76, 'productCode': 'S24_1046', 'quantityOrdered': 21}, {'priceEach': 50.31, 'productCode': 'S24_1628', 'quantityOrdered': 38}, {'priceEach': 29.54, 'productCode': 'S24_1937', 'quantityOrdered': 23}, {'priceEach': 43.01, 'productCode': 'S24_2022', 'quantityOrdered': 28}, {'priceEach': 36.25, 'productCode': 'S24_2972', 'quantityOrdered': 36}]",Pasadena,6265557265,CA,USA,90003,90700.0,78934 Hillside Dr.,,Toys4GrownUps.com,Young,Julie,1166.0,39
270,10368,2005-01-19,2005-01-27,2005-01-24,Shipped,Can we renegotiate this one?,"[{'priceEach': 73.6, 'productCode': 'S24_2766', 'quantityOrdered': 40}, {'priceEach': 115.09, 'productCode': 'S24_2887', 'quantityOrdered': 31}, {'priceEach': 83.04, 'productCode': 'S24_3191', 'quantityOrdered': 46}, {'priceEach': 93.16, 'productCode': 'S24_3432', 'quantityOrdered': 20}, {'priceEach': 36.52, 'productCode': 'S24_3969', 'quantityOrdered': 46}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
271,10369,2005-01-20,2005-01-28,2005-01-24,Shipped,,"[{'priceEach': 195.01, 'productCode': 'S10_1949', 'quantityOrdered': 41}, {'priceEach': 89.38, 'productCode': 'S18_1342', 'quantityOrdered': 44}, {'priceEach': 46.36, 'productCode': 'S18_1367', 'quantityOrdered': 32}, {'priceEach': 100.3, 'productCode': 'S18_2949', 'quantityOrdered': 42}, {'priceEach': 51.84, 'productCode': 'S18_2957', 'quantityOrdered': 28}, {'priceEach': 90.06, 'productCode': 'S18_3136', 'quantityOrdered': 21}, {'priceEach': 80.36, 'productCode': 'S18_3320', 'quantityOrdered': 45}, {'priceEach': 93.49, 'productCode': 'S24_4258', 'quantityOrdered': 40}]",Brickhaven,6175558555,MA,USA,58339,70700.0,7825 Douglas Av.,,Collectables For Less Inc.,Nelson,Allen,1188.0,40
272,10376,2005-02-08,2005-02-18,2005-02-13,Shipped,,"[{'priceEach': 98.65, 'productCode': 'S12_3380', 'quantityOrdered': 35}]",Glendale,3105552373,CA,USA,92561,11000.0,4097 Douglas Av.,,Boards & Toys Co.,Young,Mary,1166.0,45
273,10371,2005-01-23,2005-02-03,2005-01-25,Shipped,,"[{'priceEach': 178.71, 'productCode': 'S12_1108', 'quantityOrdered': 32}, {'priceEach': 104.28, 'productCode': 'S12_4473', 'quantityOrdered': 49}, {'priceEach': 160.46, 'productCode': 'S18_2238', 'quantityOrdered': 25}, {'priceEach': 53.75, 'productCode': 'S24_1444', 'quantityOrdered': 25}, {'priceEach': 126.51, 'productCode': 'S24_2300', 'quantityOrdered': 20}, {'priceEach': 35.01, 'productCode': 'S24_2840', 'quantityOrdered': 45}, {'priceEach': 95.81, 'productCode': 'S24_4048', 'quantityOrdered': 28}, {'priceEach': 82.83, 'productCode': 'S32_1268', 'quantityOrdered': 26}, {'priceEach': 44.37, 'productCode': 'S32_2509', 'quantityOrdered': 20}, {'priceEach': 53.44, 'productCode': 'S32_3207', 'quantityOrdered': 30}, {'priceEach': 97.23, 'productCode': 'S50_1392', 'quantityOrdered': 48}, {'priceEach': 83.95, 'productCode': 'S700_2824', 'quantityOrdered': 34}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
274,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,,"[{'priceEach': 146.55, 'productCode': 'S12_3148', 'quantityOrdered': 40}, {'priceEach': 140.15, 'productCode': 'S12_3891', 'quantityOrdered': 34}, {'priceEach': 131.13, 'productCode': 'S18_3140', 'quantityOrdered': 28}, {'priceEach': 91.76, 'productCode': 'S18_3259', 'quantityOrdered': 25}, {'priceEach': 119.2, 'productCode': 'S18_4027', 'quantityOrdered': 48}, {'priceEach': 78.99, 'productCode': 'S18_4522', 'quantityOrdered': 41}, {'priceEach': 102.0, 'productCode': 'S24_2011', 'quantityOrdered': 37}, {'priceEach': 56.82, 'productCode': 'S50_1514', 'quantityOrdered': 24}, {'priceEach': 74.48, 'productCode': 'S700_1938', 'quantityOrdered': 44}]",Minato-ku,+81 3 3584 0555,Tokyo,Japan,106-0032,94400.0,2-2-8 Roppongi,,"Tokyo Collectables, Ltd",Shimamura,Akiko,1621.0,90
275,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,,"[{'priceEach': 118.32, 'productCode': 'S10_4757', 'quantityOrdered': 39}, {'priceEach': 143.5, 'productCode': 'S18_1662', 'quantityOrdered': 28}, {'priceEach': 75.7, 'productCode': 'S18_3029', 'quantityOrdered': 22}, {'priceEach': 99.52, 'productCode': 'S18_3856', 'quantityOrdered': 50}, {'priceEach': 58.92, 'productCode': 'S24_2841', 'quantityOrdered': 38}, {'priceEach': 82.31, 'productCode': 'S24_3151', 'quantityOrdered': 33}, {'priceEach': 53.92, 'productCode': 'S24_3420', 'quantityOrdered': 46}, {'priceEach': 83.86, 'productCode': 'S24_3816', 'quantityOrdered': 23}, {'priceEach': 62.1, 'productCode': 'S24_3949', 'quantityOrdered': 39}, {'priceEach': 58.0, 'productCode': 'S700_1138', 'quantityOrdered': 44}, {'priceEach': 76.94, 'productCode': 'S700_2047', 'quantityOrdered': 32}, {'priceEach': 69.39, 'productCode': 'S700_2610', 'quantityOrdered': 41}, {'priceEach': 94.16, 'productCode': 'S700_3505', 'quantityOrdered': 34}, {'priceEach': 83.42, 'productCode': 'S700_3962', 'quantityOrdered': 37}, {'priceEach': 68.11, 'productCode': 'S700_4002', 'quantityOrdered': 45}, {'priceEach': 44.2, 'productCode': 'S72_1253', 'quantityOrdered': 25}, {'priceEach': 48.05, 'productCode': 'S72_3212', 'quantityOrdered': 29}]",Oulu,981-443655,,Finland,90110,90500.0,Torikatu 38,,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,1501.0,43
276,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,,"[{'priceEach': 115.37, 'productCode': 'S10_2016', 'quantityOrdered': 39}, {'priceEach': 158.8, 'productCode': 'S10_4698', 'quantityOrdered': 22}, {'priceEach': 75.19, 'productCode': 'S18_2581', 'quantityOrdered': 42}, {'priceEach': 48.46, 'productCode': 'S18_2625', 'quantityOrdered': 22}, {'priceEach': 112.7, 'productCode': 'S24_1578', 'quantityOrdered': 38}, {'priceEach': 107.23, 'productCode': 'S24_1785', 'quantityOrdered': 46}]",South Brisbane,61-7-3844-6555,Queensland,Australia,4101,51600.0,31 Duncan St. West End,,"Australian Gift Network, Co",Calaghan,Ben,1611.0,44
